prompt,audio_url_a,audio_url_b,model_a,model_b,is_attention_check
"The low quality recording features an electro song being played in a club and it consists of high pitched, repetitive, female vocals singing over groovy bass, punchy snare hits and shimmering hi hats. It sounds upbeat and energetic, even though the sound is muffled, noisy and in mono.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/XI9CNsX6JSE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/XI9CNsX6JSE_seg2.wav,TF-MusicGen,SASS,FALSE
This audio contains someone playing a melody on a guitar in the midrange while someone else is strumming a melody on a cuatro in a higher key. Someone is playing a tambourine while a clarinet is playing a fast lead melody. This audio may be playing as a live concert.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/6uIOGE36tWo_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/6uIOGE36tWo_seg2.wav,SASS,TF-MusicGen,FALSE
"The Regional Mexican song features a passionate male vocal singing over guiro percussion, followed by wooden percussion, shimmering cymbals, acoustic rhythm guitar in the left channel of the stereo image and bright brass melody in the right channel. It sounds joyful, happy and passionate.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/UJA5AWbt6HM_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/UJA5AWbt6HM_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a flat male vocal speaking over suspenseful orchestra music. It sounds intense and dramatic and as soon as the male vocal stops speaking, the volume of the music goes up - which makes it dynamic overall.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/3Xoz87_SUdw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/3Xoz87_SUdw_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a resonating mellow bell playing. It sounds relaxing, calming, soft, mellow, haunting and hypnotic. The recording is noisy and in mono.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/p3DLHNuCYhU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/p3DLHNuCYhU_seg2.wav,SASS,TF-MusicGen,FALSE
This bluegrass song features a solo played on a mandolin. This is accompanied by an acoustic guitar strumming chords. A double bass plays the root note and fifth of the chords. A banjo player fills in between phrases. This song is at a moderate tempo and has a country feel. The mood of this song is happy. This song can be played in an inspirational movie.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/REpuZwvyThM_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/REpuZwvyThM_seg2.wav,TF-MusicGen,SASS,FALSE
A loud cymbal sound is opening the space for a digital drum playing a simple groove when an e-guitar-like sound comes in and plays a melody on top. This is an amateur recording. This song may be playing in a sensual movie scene.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/04NjXsLyCl4_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/04NjXsLyCl4_seg2.wav,SASS,TF-MusicGen,FALSE
"This music is an electric guitar instrumental Rock. The tempo is medium with an electric guitar lead. The music is loud and boomy with an intense riff. The audio quality is inferior so the sound is muffled and muddy. The music however is energetic, youthful, spirited and enthusiastic.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/6ayVxYbKBe0_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/6ayVxYbKBe0_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality, noisy recording features a live performance of a traditional song and it consists of loud synchronized percussion and bagpipe melody playing over it. It sounds soulful and passionate - like something you would hear in Scotland, as the bagpipe is their traditional instrument.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/XvN-qr-WYmw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/XvN-qr-WYmw_seg2.wav,TF-MusicGen,SASS,FALSE
Here we have a quartet of clarinet players playing a classical piece. One of them plays a rapidly ascending melodic motif. The others play sustained notes ranging from bass to alto which provide a support for the melody.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/9WzzYYWpeyA_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/9WzzYYWpeyA_seg2.wav,SASS,TF-MusicGen,FALSE
This is a kids music piece in the style of hip-hop. There is a female vocalist singing in a rap-like manner in the lead. The keyboard is playing the melody while there is a simple bass line in the background. A hip-hop electronic drum beat provides the rhythm. The atmosphere is playful. This piece can be used in the soundtrack of a kids TV show.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/SMjYheNdAzg_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/SMjYheNdAzg_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a lullaby that contains wide sustained strings melody, leaning more towards the left channel and arpeggiated, mellow piano melody in the right channel of the stereo image. There is a short audio pop sound in the middle of the loop. It still sounds emotional and passionate.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/N0q5vPAsHLI_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/N0q5vPAsHLI_seg2.wav,SASS,TF-MusicGen,FALSE
This is a live performance of an art song piece. There is a male vocalist singing as if he is performing a role at a theater play. The grand piano is playing a melodic accompaniment piece in the background to support the vocals. The words are derived from English literature.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/dztizAgcQ08_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/dztizAgcQ08_seg2.wav,SASS,TF-MusicGen,FALSE
This audio contains very strong deep percussive hits and a e-guitar sound also serving as bass. A male voice is singing with a little bit of reverb on his voice. In-between the breaks male voices are singing a melody. This song may be playing in an action movie.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/05OJDYeHLMc_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/05OJDYeHLMc_seg2.wav,TF-MusicGen,SASS,FALSE
"The song is an instrumental. The tempo is fast with trumpets playing percussively along with other brass instruments, piano accompaniment, groovy bass line  jazz drumming rhythm. The song is energetic and passionate. The song is a retro big band jazz classic with poor audio quality.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/lNg2y6SRZPo_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/lNg2y6SRZPo_seg2.wav,TF-MusicGen,SASS,FALSE
This pop song features a male voice singing the main melody. This is accompanied by female voices singing backing voices in harmony. The percussion plays a groovy bassline. Synth sounds are heard in the background in the form of volume swells and ring modulators. This song has a happy feel. This song is a dance song. It can be played at a house party.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/VMzn9GytUTk_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/VMzn9GytUTk_seg2.wav,TF-MusicGen,SASS,FALSE
This is a hip-hop music piece. There is a male vocal rapping in the lead. The beat has a brass sample and a female voice sample. There is a strong bass sound. The rhythmic background is composed of a hip-hop electronic drum beat. There is an urban atmosphere. This piece could be playing in the soundtrack of a car street-racing video game.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/x85BtdoxRek_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/x85BtdoxRek_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a classical song that consists of a brass solo melody played over sustained brass melody and short flute lick. It sounds emotional, joyful and the recording is noisy.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/dbBlYyaFKTQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/dbBlYyaFKTQ_seg2.wav,SASS,TF-MusicGen,FALSE
"You can hear birds chirping along with pig-sounds. Then a full orchestra with strings, bell sounds and a choir comes rising in tension. This song may be playing in a dramatic, epic movie scene.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/YwUa3OS92ZQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/YwUa3OS92ZQ_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a club house song that consists of groovy 808 bass, crispy claps, shimmering muffled shakers and high pitched harmonizing male vocals singing over it. The recording is thin and it sounds groovy, fun and happy.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/rGEJVUcFA2U_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/rGEJVUcFA2U_seg2.wav,SASS,TF-MusicGen,FALSE
This is a Korean indie rock piece. There is a male vocalist in the lead singing melodically. The main tune is being played by an acoustic guitar with an electric guitar and a bass guitar backing. There is a 4/4 slow tempo acoustic drum beat playing in the rhythmic background. The atmosphere is easygoing. This piece could be used in the soundtrack of a drama movie or TV series that takes place in Korea.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/cnvmLwFZr28_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/cnvmLwFZr28_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a passionate male vocal, alongside harmonizing background vocals, singing over tinny snares, snappy rimshots, shimmering hi hats, groovy bass and electric guitar chords. It sounds groovy and passionate.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/c-85TtcfVSI_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/c-85TtcfVSI_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a live performance of a pop song that consists of a passionate female vocal, alongside harmonizing background female vocals singing over synth pad chords, punchy kick and snare hits, shimmering cymbals, claps, mellow bells melody and smooth bass. It sounds emotional and passionate.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/TiDdR-6bIcY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/TiDdR-6bIcY_seg2.wav,TF-MusicGen,SASS,FALSE
This comedy song features a male voice singing the main melody followed by another male continuing the melody. This is accompanied by a piano playing staccato chords in a melody similar to the voices. A choir sings vocables in harmony in the background. There are no other instruments in this song. This song can be played in a comedy movie.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/fJ6ZeWYfLjA_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/fJ6ZeWYfLjA_seg2.wav,SASS,TF-MusicGen,FALSE
"The song is an instrumental. The tempo is medium, with a dj creating vinyl scratch tones to a steady drumming rhythm, groovy bass line and a keyboard accompaniment. The song is youthful and groovy. The song is a techno dance rhythm.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Kojo5khAAS0_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Kojo5khAAS0_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a groovy bass guitar, punchy ""4 on the floor"" kick pattern and tinny percussion. In the second half of the loop the music cuts out and there is a short silence, after which comes the wide, muffled sound effects. At the very end, there is a slow riser, bringing the energy up.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/OOik9i9wrU8_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/OOik9i9wrU8_seg2.wav,TF-MusicGen,SASS,FALSE
This is a drum & bass music piece. There is a constantly repeating hollering sample accompanied by rapid turntable scratching. A synth sound can be heard playing an ominous tune. The rhythmic background consists of a fast-tempo electronic drum beat. The atmosphere is energetic. This piece could be used in the soundtrack of a car racing game. It could also be playing at nightclubs during early-2000s themed parties.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/-Dtir74TiUM_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/-Dtir74TiUM_seg2.wav,SASS,TF-MusicGen,FALSE
The song has a bluesy funk feel to it. The singer has a raspy and burly vocal and sits on top of a grungy gritty electric guitar.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/YKQMolFL2Rs_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/YKQMolFL2Rs_seg2.wav,SASS,TF-MusicGen,FALSE
